  0.00	2	0	-	1000006009	                  GCF_001870185.1 Klebsiella oxytoca strain=CAV1015
  0.00	2	2	-	1000006010	                    NZ_CP017928.1 Klebsiella oxytoca strain CAV1015 chromosome, complete genome
  0.60	206219	0	S	2026240	                Klebsiella quasivariicola
  0.60	206219	156	-	1000024047	                  GCF_002269255.1 Klebsiella quasivariicola strain=KPN1705
  0.59	203947	203947	-	1000024048	                    NZ_CP022823.1 Klebsiella quasivariicola strain KPN1705 chromosome, complete genome
  0.00	1333	1333	-	1000024049	                    NZ_CP022824.1 Klebsiella quasivariicola strain KPN1705 plasmid pKPN1705-1, complete sequence
  0.00	727	727	-	1000024050	                    NZ_CP022825.1 Klebsiella quasivariicola strain KPN1705 plasmid pKPN1705-2, complete sequence
  0.00	56	56	-	1000024051	                    NZ_CP022826.1 Klebsiella quasivariicola strain KPN1705 plasmid pKPN1705-3, complete sequence
  0.03	10987	10033	S	573	                Klebsiella pneumoniae
  0.00	333	29	-	72407	                  Klebsiella pneumoniae subsp. pneumoniae
  0.00	142	0	-	1193292	                    Klebsiella pneumoniae subsp. pneumoniae 1084
  0.00	142	0	-	1000006054	                      GCF_000294365.1 Klebsiella pneumoniae subsp. pneumoniae 1084
  0.00	142	142	-	1000006055	                        NC_018522.1 Klebsiella pneumoniae subsp. pneumoniae 1084, complete genome
  0.00	33	0	-	1000006252	                    GCF_001529935.1 Klebsiella pneumoniae subsp. pneumoniae strain=RJF999
  0.00	32	32	-	1000006254	                      NZ_CP014011.1 Klebsiella pneumoniae subsp. pneumoniae strain RJF999 plasmid pRJF999, complete sequence
  0.00	1	1	-	1000006253	                      NZ_CP014010.1 Klebsiella pneumoniae subsp. pneumoniae strain RJF999, complete genome
  0.00	29	0	-	1123862	                    Klebsiella pneumoniae subsp. pneumoniae Kp13
  0.00	29	0	-	1000006091	                      GCF_000512165.1 Klebsiella pneumoniae subsp. pneumoniae Kp13
  0.00	25	25	-	1000006092	                        NZ_CP003999.1 Klebsiella pneumoniae subsp. pneumoniae Kp13 chromosome, complete genome
  0.00	3	3	-	1000006096	                        NZ_CP003997.1 Klebsiella pneumoniae subsp. pneumoniae Kp13 plasmid pKP13d, complete sequence
  0.00	1	1	-	1000006095	                        NZ_CP003995.1 Klebsiella pneumoniae subsp. pneumoniae Kp13 plasmid pKP13c, complete sequence
  0.00	17	0	-	1125630	                    Klebsiella pneumoniae subsp. pneumoniae HS11286
  0.00	17	0	-	1000006036	                      GCF_000240185.1 Klebsiella pneumoniae subsp. pneumoniae HS11286
  0.00	15	15	-	1000006037	                        NC_016845.1 Klebsiella pneumoniae subsp. pneumoniae HS11286 chromosome, complete genome
  0.00	1	1	-	1000006039	                        NC_016846.1 Klebsiella pneumoniae subsp. pneumoniae HS11286 plasmid pKPHS2, complete sequence
  0.00	1	1	-	1000006042	                        NC_016847.1 Klebsiella pneumoniae subsp. pneumoniae HS11286 plasmid pKPHS5, complete sequence
  0.00	11	0	-	1000006159	                    GCF_000784945.1 Klebsiella pneumoniae subsp. pneumoniae strain=KPNIH29
  0.00	9	9	-	1000006160	                      NZ_CP009863.1 Klebsiella pneumoniae subsp. pneumoniae strain KPNIH29, complete genome
  0.00	2	2	-	1000006162	                      NZ_CP009865.1 Klebsiella pneumoniae subsp. pneumoniae strain KPNIH29 plasmid pKPN-80a, complete sequence
  0.00	9	0	-	1000006197	                    GCF_000981845.1 Klebsiella pneumoniae subsp. pneumoniae strain=234-12
  0.00	8	8	-	1000006198	                      NZ_CP011313.1 Klebsiella pneumoniae subsp. pneumoniae strain 234-12, complete genome
  0.00	1	1	-	1000006200	                      NZ_CP011314.1 Klebsiella pneumoniae subsp. pneumoniae strain 234-12 plasmid pKpn23412-362, complete sequence
  0.00	9	0	-	1000006255	                    GCF_001530015.1 Klebsiella pneumoniae subsp. pneumoniae strain=RJF293
  0.00	9	9	-	1000006256	                      NZ_CP014008.1 Klebsiella pneumoniae subsp. pneumoniae strain RJF293, complete genome
  0.00	9	0	-	1392499	                    Klebsiella pneumoniae subsp. pneumoniae 1158
  0.00	9	0	-	1000006186	                      GCF_000814805.1 Klebsiella pneumoniae subsp. pneumoniae 1158
  0.00	9	9	-	1000006187	                        NZ_CP006722.1 Klebsiella pneumoniae subsp. pneumoniae 1158, complete genome
  0.00	7	0	-	1000006266	                    GCF_001611055.1 Klebsiella pneumoniae subsp. pneumoniae strain=TGH8
  0.00	7	7	-	1000006267	                      NZ_CP012743.1 Klebsiella pneumoniae subsp. pneumoniae strain TGH8, complete genome
  0.00	7	0	-	1328324	                    Klebsiella pneumoniae subsp. pneumoniae KPNIH27
  0.00	7	0	-	1000006118	                      GCF_000695935.1 Klebsiella pneumoniae subsp. pneumoniae KPNIH27
  0.00	5	5	-	1000006119	                        NZ_CP007731.1 Klebsiella pneumoniae subsp. pneumoniae KPNIH27, complete genome
  0.00	1	1	-	1000006122	                        NZ_CP007734.1 Klebsiella pneumoniae subsp. pneumoniae KPNIH27 plasmid pKPN-262, complete sequence
  0.00	1	1	-	1000006123	                        NZ_CP007735.1 Klebsiella pneumoniae subsp. pneumoniae KPNIH27 plasmid pKPN-a41, complete sequence
  0.00	6	0	-	1000006248	                    GCF_001521895.1 Klebsiella pneumoniae subsp. pneumoniae strain=NUHL24835
  0.00	3	3	-	1000006249	                      NZ_CP014004.1 Klebsiella pneumoniae subsp. pneumoniae strain NUHL24835, complete genome
  0.00	3	3	-	1000006250	                      NZ_CP014005.1 Klebsiella pneumoniae subsp. pneumoniae strain NUHL24835 plasmid unnamed1, complete sequence
  0.00	5	0	-	1000006355	                    GCF_001746535.1 Klebsiella pneumoniae subsp. pneumoniae strain=TGH13
  0.00	5	5	-	1000006356	                      NZ_CP012745.1 Klebsiella pneumoniae subsp. pneumoniae strain TGH13, complete genome
  0.00	4	0	-	272620	                    Klebsiella pneumoniae subsp. pneumoniae MGH 78578
  0.00	4	0	-	1000006022	                      GCF_000016305.1 Klebsiella pneumoniae subsp. pneumoniae MGH 78578 strain=ATCC 700721; MGH 78578
  0.00	3	3	-	1000006026	                        NC_009651.1 Klebsiella pneumoniae subsp. pneumoniae MGH 78578 plasmid pKPN5, complete sequence
  0.00	1	1	-	1000006023	                        NC_009648.1 Klebsiella pneumoniae subsp. pneumoniae MGH 78578, complete genome
  0.00	4	0	-	1000006139	                    GCF_000742755.1 Klebsiella pneumoniae subsp. pneumoniae strain=ATCC 43816 KPPR1
  0.00	4	4	-	1000006140	                      NZ_CP009208.1 Klebsiella pneumoniae subsp. pneumoniae strain ATCC 43816 KPPR1, complete genome
  0.00	4	0	-	1000006264	                    GCF_001611095.1 Klebsiella pneumoniae subsp. pneumoniae strain=TGH10
  0.00	4	4	-	1000006265	                      NZ_CP012744.1 Klebsiella pneumoniae subsp. pneumoniae strain TGH10, complete genome
  0.00	3	0	-	1094170	                    Klebsiella pneumoniae subsp. pneumoniae KPNIH10
  0.00	3	0	-	1000006044	                      GCF_000281435.2 Klebsiella pneumoniae subsp. pneumoniae KPNIH10
  0.00	3	3	-	1000006045	                        NZ_CP007727.1 Klebsiella pneumoniae subsp. pneumoniae KPNIH10, complete genome
  0.00	3	0	-	1000006595	                    GCF_002163895.1 Klebsiella pneumoniae subsp. pneumoniae strain=RJA166
  0.00	3	3	-	1000006596	                      NZ_CP019047.1 Klebsiella pneumoniae subsp. pneumoniae strain RJA166 chromosome, complete genome
  0.00	1	0	-	484021	                    Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
  0.00	1	0	-	1000006019	                      GCF_000009885.1 Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044
  0.00	1	1	-	1000006020	                        NC_012731.1 Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 DNA, complete genome
  0.00	1	0	-	1000006714	                    GCF_002249975.1 Klebsiella pneumoniae subsp. pneumoniae strain=AUSMDU00008079
  0.00	1	1	-	1000006718	                      NZ_CP022694.1 Klebsiella pneumoniae subsp. pneumoniae strain AUSMDU00008079 plasmid pAUSMDU8079-3, complete sequence
  0.00	128	0	-	1000006536	                  GCF_002009075.1 Klebsiella pneumoniae strain=KP38731
  0.00	72	72	-	1000006537	                    NZ_CP014294.1 Klebsiella pneumoniae strain KP38731, complete genome
  0.00	46	46	-	1000006541	                    NZ_CP014298.1 Klebsiella pneumoniae strain KP38731 plasmid unnamed2, complete sequence
  0.00	9	9	-	1000006540	                    NZ_CP014297.1 Klebsiella pneumoniae strain KP38731 plasmid unnamed13 sequence
  0.00	1	1	-	1000006538	                    NZ_CP014295.1 Klebsiella pneumoniae strain KP38731 plasmid unnamed1, complete sequence
  0.00	42	0	-	1000006642	                  GCF_002192315.1 Klebsiella pneumoniae strain=AR_0126
  0.00	42	42	-	1000006645	                    NZ_CP021742.1 Klebsiella pneumoniae strain AR_0126 plasmid tig00000002jNODE_23, complete sequence
  0.00	38	0	-	1000006262	                  GCF_001548315.1 Klebsiella pneumoniae strain=YH43
  0.00	38	38	-	1000006263	                    NZ_AP014950.1 Klebsiella pneumoniae DNA, complete genome, strain: YH43
  0.00	32	0	-	1304922	                  Klebsiella pneumoniae 500_1420
  0.00	32	17	-	1000006068	                    GCF_000406765.2 Klebsiella pneumoniae 500_1420
  0.00	12	12	-	1000006073	                      NZ_CP011982.1 Klebsiella pneumoniae 500_1420 plasmid p500_1420-51.662kb, complete sequence
  0.00	2	2	-	1000006070	                      NZ_CP011984.1 Klebsiella pneumoniae 500_1420 plasmid p500_1420-13.838kb, complete sequence
  0.00	1	1	-	1000006069	                      NZ_CP011980.1 Klebsiella pneumoniae 500_1420, complete genome
  0.00	31	0	-	1000006439	                  GCF_001908515.1 Klebsiella pneumoniae strain=CAV1042
  0.00	23	23	-	1000006441	                    NZ_CP018670.1 Klebsiella pneumoniae strain CAV1042 plasmid pCAV1042-183, complete sequence
  0.00	8	8	-	1000006440	                    NZ_CP018671.1 Klebsiella pneumoniae strain CAV1042 chromosome, complete genome
  0.00	26	0	-	1000006588	                  GCF_002156765.1 Klebsiella pneumoniae strain=KPN1481
  0.00	23	23	-	1000006589	                    NZ_CP020847.1 Klebsiella pneumoniae strain KPN1481 chromosome, complete genome
  0.00	3	3	-	1000006591	                    NZ_CP020851.1 Klebsiella pneumoniae strain KPN1481 plasmid pKPN1481-2, complete sequence
  0.00	25	0	-	1284798	                  Klebsiella pneumoniae DMC1097
  0.00	25	0	-	1000006074	                    GCF_000417225.2 Klebsiella pneumoniae DMC1097
  0.00	25	25	-	1000006076	                      NZ_CP011979.1 Klebsiella pneumoniae DMC1097 plasmid pDMC1097-20.222kb, complete sequence
  0.00	23	0	-	1000006173	                  GCF_000807395.2 Klebsiella pneumoniae strain=32192
  0.00	23	23	-	1000006175	                    NZ_CP010574.1 Klebsiella pneumoniae strain 32192 plasmid sequence
  0.00	23	0	-	1000006188	                  GCF_000968155.1 Klebsiella pneumoniae strain=Kp52.145
  0.00	16	16	-	1000006189	                    NZ_FO834906.1 Klebsiella pneumoniae str. Kp52.145, chromosome, complete genome
  0.00	5	5	-	1000006190	                    NZ_FO834904.1 Klebsiella pneumoniae str. Kp52.145, plasmid I, complete genome
  0.00	2	2	-	1000006191	                    NZ_FO834905.1 Klebsiella pneumoniae str. Kp52.145, plasmid II, complete genome
  0.00	21	0	-	1000006623	                  GCF_002180255.1 Klebsiella pneumoniae strain=AR_0158
  0.00	14	14	-	1000006624	                    NZ_CP021696.1 Klebsiella pneumoniae strain AR_0158, complete genome
  0.00	6	6	-	1000006625	                    NZ_CP021697.1 Klebsiella pneumoniae strain AR_0158 plasmid tig00000161, complete sequence
  0.00	1	1	-	1000006626	                    NZ_CP021698.1 Klebsiella pneumoniae strain AR_0158 plasmid tig00000183, complete sequence
  0.00	21	0	-	1000006314	                  GCF_001704235.1 Klebsiella pneumoniae strain=DHQP1002001
  0.00	20	20	-	1000006315	                    NZ_CP016811.1 Klebsiella pneumoniae strain DHQP1002001 chromosome, complete genome
  0.00	1	1	-	1000006316	                    NZ_CP016810.1 Klebsiella pneumoniae strain DHQP1002001 plasmid p_IncFIB_DHQP1002001, complete sequence
  0.00	18	0	-	507522	                  Klebsiella pneumoniae 342
  0.00	18	0	-	1000006029	                    GCF_000019565.1 Klebsiella pneumoniae 342
  0.00	16	16	-	1000006030	                      NC_011283.1 Klebsiella pneumoniae 342, complete genome
  0.00	1	1	-	1000006031	                      NC_011282.1 Klebsiella pneumoniae 342 plasmid pKP187, complete sequence
  0.00	1	1	-	1000006032	                      NC_011281.1 Klebsiella pneumoniae 342 plasmid pKP91, complete sequence
  0.00	18	0	-	1000006141	                  GCF_000764615.1 Klebsiella pneumoniae strain=PMK1
  0.00	18	18	-	1000006146	                    NZ_CP008933.1 Klebsiella pneumoniae strain PMK1 plasmid pPMK1-NDM, complete sequence
  0.00	18	0	-	1000006508	                  GCF_001952835.1 Klebsiella pneumoniae strain=1756
  0.00	18	18	-	1000006509	                    NZ_CP019219.1 Klebsiella pneumoniae strain 1756, complete genome
  0.00	13	0	-	1000006295	                  GCF_001663455.1 Klebsiella pneumoniae strain=Kpn555
  0.00	13	13	-	1000006296	                    NZ_CP015130.1 Klebsiella pneumoniae strain Kpn555 chromosome, complete genome
  0.00	12	0	-	1000006258	                  GCF_001482345.1 Klebsiella pneumoniae strain=J1
  0.00	7	7	-	1000006259	                    NZ_CP013711.1 Klebsiella pneumoniae strain J1, complete genome
  0.00	5	5	-	1000006260	                    NZ_CP013712.1 Klebsiella pneumoniae strain J1 plasmid 1, complete sequence
  0.00	12	0	-	1000006399	                  GCF_001902335.1 Klebsiella pneumoniae
  0.00	9	9	-	1000006400	                    NZ_CP018337.1 Klebsiella pneumoniae isolate Kp_Goe_154414 chromosome, complete genome
  0.00	3	3	-	1000006406	                    NZ_CP018343.1 Klebsiella pneumoniae isolate Kp_Goe_154414 plasmid pKp_Goe_414-6, complete sequence
  0.00	7	0	-	1049565	                  Klebsiella pneumoniae KCTC 2242
  0.00	7	0	-	1000006033	                    GCF_000220485.1 Klebsiella pneumoniae KCTC 2242
  0.00	7	7	-	1000006034	                      NC_017540.1 Klebsiella pneumoniae KCTC 2242, complete genome
  0.00	7	0	-	1000006600	                  GCF_002156785.1 Klebsiella pneumoniae strain=KPN528
  0.00	7	7	-	1000006603	                    NZ_CP020855.1 Klebsiella pneumoniae strain KPN528 plasmid pKPN528-2, complete sequence
  0.00	7	0	-	1365186	                  Klebsiella pneumoniae KP-1
  0.00	7	0	-	1000006088	                    GCF_000465975.2 Klebsiella pneumoniae KP-1
  0.00	7	7	-	1000006089	                      NZ_CP012883.1 Klebsiella pneumoniae KP-1, complete genome
  0.00	7	0	-	1380908	                  Klebsiella pneumoniae JM45
  0.00	7	0	-	1000006084	                    GCF_000445405.1 Klebsiella pneumoniae JM45
  0.00	5	5	-	1000006085	                      NC_022082.1 Klebsiella pneumoniae JM45, complete genome
  0.00	2	2	-	1000006087	                      NC_022083.1 Klebsiella pneumoniae JM45 plasmid p2, complete sequence
  0.00	6	0	-	1000006515	                  GCF_001952895.1 Klebsiella pneumoniae strain=NY9
  0.00	5	5	-	1000006516	                    NZ_CP015385.1 Klebsiella pneumoniae strain NY9, complete genome
  0.00	1	1	-	1000006521	                    NZ_CP015390.1 Klebsiella pneumoniae strain NY9 plasmid pNY9_5, complete sequence
  0.00	5	0	-	1000006287	                  GCF_001663295.1 Klebsiella pneumoniae strain=KPNIH39
  0.00	3	3	-	1000006289	                    NZ_CP014763.1 Klebsiella pneumoniae strain KPNIH39 plasmid pKPN-332, complete sequence
  0.00	2	2	-	1000006288	                    NZ_CP014762.1 Klebsiella pneumoniae strain KPNIH39, complete genome
  0.00	5	0	-	1000006544	                  GCF_002055765.1 Klebsiella pneumoniae strain=AR_0117
  0.00	5	5	-	1000006545	                    NZ_CP020061.1 Klebsiella pneumoniae strain AR_0117, complete genome
  0.00	5	0	-	1000006723	                  GCF_002386225.1 Klebsiella pneumoniae strain=FDAARGOS_445
  0.00	5	5	-	1000006725	                    NZ_CP023503.1 Klebsiella pneumoniae strain FDAARGOS_445 plasmid unnamed
  0.00	5	0	-	1000006217	                  GCF_001307175.1 Klebsiella pneumoniae strain=KP617
  0.00	5	5	-	1000006218	                    NZ_CP012753.1 Klebsiella pneumoniae strain KP617, complete genome
  0.00	5	0	-	1000006505	                  GCF_001936035.1 Klebsiella pneumoniae strain=ATCC 35657
  0.00	5	5	-	1000006506	                    NZ_CP015134.1 Klebsiella pneumoniae strain ATCC 35657 chromosome, complete genome
  0.00	4	0	-	1244085	                  Klebsiella pneumoniae CG43
  0.00	4	0	-	1000006099	                    GCF_000474015.1 Klebsiella pneumoniae CG43
  0.00	4	4	-	1000006100	                      NC_022566.1 Klebsiella pneumoniae CG43, complete genome
  0.00	4	0	-	1000006157	                  GCF_000775955.1 Klebsiella pneumoniae strain=XH209
  0.00	4	4	-	1000006158	                    NZ_CP009461.1 Klebsiella pneumoniae strain XH209, complete genome
  0.00	4	0	-	1000006574	                  GCF_002116885.1 Klebsiella pneumoniae strain=kp757
  0.00	4	4	-	1000006575	                    NZ_CP015120.1 Klebsiella pneumoniae strain kp757, complete genome
  0.00	4	0	-	1000006685	                  GCF_002202235.1 Klebsiella pneumoniae strain=AR_0152
  0.00	4	4	-	1000006688	                    NZ_CP021946.1 Klebsiella pneumoniae strain AR_0152 plasmid tig00000195, complete sequence
  0.00	3	0	-	1000006268	                  GCF_001644765.1 Klebsiella pneumoniae strain=SKGH01
  0.00	2	2	-	1000006269	                    NZ_CP015500.1 Klebsiella pneumoniae strain SKGH01 chromosome, complete genome
  0.00	1	1	-	1000006271	                    NZ_CP015502.1 Klebsiella pneumoniae strain SKGH01 plasmid unnamed 2, complete sequence
  0.00	3	0	-	1000006417	                  GCF_001902415.1 Klebsiella pneumoniae strain=Kp_Goe_822917
  0.00	2	2	-	1000006424	                    NZ_CP018440.1 Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-6, complete sequence
  0.00	1	1	-	1000006421	                    NZ_CP018442.1 Klebsiella pneumoniae strain Kp_Goe_822917 plasmid pKp_Goe_917-3, complete sequence
  0.00	3	0	-	1000006698	                  GCF_002202275.1 Klebsiella pneumoniae strain=AR_0107
  0.00	3	3	-	1000006699	                    NZ_CP021955.1 Klebsiella pneumoniae strain AR_0107 chromosome, complete genome
  0.00	2	0	-	1000006275	                  GCF_001646625.1 Klebsiella pneumoniae strain=W14
  0.00	2	2	-	1000006276	                    NZ_CP015753.1 Klebsiella pneumoniae strain W14 chromosome, complete genome
  0.00	2	0	-	1000006284	                  GCF_001663195.1 Klebsiella pneumoniae strain=BR
  0.00	2	2	-	1000006286	                    NZ_CP015991.1 Klebsiella pneumoniae strain BR plasmid pWSZBR, complete sequence
  0.00	2	0	-	1000006568	                  GCF_002113865.1 Klebsiella pneumoniae strain=K66-45
  0.00	1	1	-	1000006569	                    NZ_CP020901.1 Klebsiella pneumoniae strain K66-45 chromosome, complete genome
  0.00	1	1	-	1000006572	                    NZ_CP020904.1 Klebsiella pneumoniae strain K66-45 plasmid pK66-45-3, complete sequence
  0.00	2	0	-	1000006576	                  GCF_002156725.1 Klebsiella pneumoniae strain=BK13043
  0.00	2	2	-	1000006578	                    NZ_CP020838.1 Klebsiella pneumoniae strain BK13043 plasmid pBK13043-1, complete sequence
  0.00	2	0	-	1000006702	                  GCF_002209405.1 Klebsiella pneumoniae strain=19051
  0.00	2	2	-	1000006703	                    NZ_CP022023.1 Klebsiella pneumoniae strain 19051 chromosome, complete genome
  0.00	2	0	-	1392500	                  Klebsiella pneumoniae HK787
  0.00	2	0	-	1000006178	                    GCF_000813205.1 Klebsiella pneumoniae HK787
  0.00	2	2	-	1000006179	                      NZ_CP006738.1 Klebsiella pneumoniae HK787, complete genome
  0.00	2	0	-	1420012	                  Klebsiella pneumoniae 30660/NJST258_1
  0.00	2	0	-	1000006106	                    GCF_000598005.1 Klebsiella pneumoniae 30660/NJST258_1
  0.00	2	2	-	1000006107	                      NZ_CP006923.1 Klebsiella pneumoniae 30660/NJST258_1, complete genome
  0.00	2	0	-	1420013	                  Klebsiella pneumoniae 30684/NJST258_2
  0.00	2	0	-	1000006101	                    GCF_000597905.1 Klebsiella pneumoniae 30684/NJST258_2
  0.00	2	2	-	1000006102	                      NZ_CP006918.1 Klebsiella pneumoniae 30684/NJST258_2, complete genome
  0.00	2	0	-	1000006530	                  GCF_001956965.1 Klebsiella pneumoniae strain=825795-1
  0.00	2	2	-	1000006535	                    NZ_CP017989.1 Klebsiella pneumoniae strain 825795-1 plasmid unnamed4, complete sequence
  0.00	1	0	-	1000006192	                  GCF_001022035.1 Klebsiella pneumoniae strain=CAV1392
  0.00	1	1	-	1000006193	                    NZ_CP011578.1 Klebsiella pneumoniae strain CAV1392, complete genome
  0.00	1	0	-	1000006208	                  GCF_001022175.1 Klebsiella pneumoniae strain=CAV1344
  0.00	1	1	-	1000006209	                    NZ_CP011624.1 Klebsiella pneumoniae strain CAV1344, complete genome
  0.00	1	0	-	1000006318	                  GCF_001708225.1 Klebsiella pneumoniae strain=ED23
  0.00	1	1	-	1000006319	                    NZ_CP016814.1 Klebsiella pneumoniae strain ED23 chromosome, complete genome
  0.00	1	0	-	1000006345	                  GCF_001709295.1 Klebsiella pneumoniae
  0.00	1	1	-	1000006346	                    NZ_CP016926.1 Klebsiella pneumoniae isolate 23 chromosome, complete genome
  0.00	1	0	-	1000006350	                  GCF_001750805.1 Klebsiella pneumoniae strain=KP36
  0.00	1	1	-	1000006354	                    NZ_CP017388.1 Klebsiella pneumoniae strain KP36 plasmid 3, complete sequence
  0.00	1	0	-	1000006357	                  GCF_001855315.1 Klebsiella pneumoniae strain=KP5
  0.00	1	1	-	1000006360	                    NZ_CP012428.1 Klebsiella pneumoniae strain KP5 plasmid pSg1-2, complete sequence
  0.00	1	0	-	1000006368	                  GCF_001885255.2 Klebsiella pneumoniae strain=Kp_Goe_822579
  0.00	1	1	-	1000006373	                    NZ_CP018316.1 Klebsiella pneumoniae strain Kp_Goe_822579 plasmid pKp_Goe_579-4, complete sequence
  0.00	1	0	-	1000006407	                  GCF_001902355.1 Klebsiella pneumoniae strain=Kp_Goe_62629
  0.00	1	1	-	1000006409	                    NZ_CP018365.1 Klebsiella pneumoniae strain Kp_Goe_62629 plasmid pKp_Goe_629-1, complete sequence
  0.00	1	0	-	1000006411	                  GCF_001902395.1 Klebsiella pneumoniae strain=Kp_Goe_39795
  0.00	1	1	-	1000006413	                    NZ_CP018460.1 Klebsiella pneumoniae strain Kp_Goe_39795 plasmid pKp_Goe_795-1, complete sequence
  0.00	1	0	-	1000006434	                  GCF_001902515.1 Klebsiella pneumoniae strain=Kp_Goe_71070
  0.00	1	1	-	1000006436	                    NZ_CP018451.1 Klebsiella pneumoniae strain Kp_Goe_71070 plasmid pKp_Goe_070-1, complete sequence
  0.00	1	0	-	1000006447	                  GCF_001908595.1 Klebsiella pneumoniae strain=Kp_Goe_149473
  0.00	1	1	-	1000006452	                    NZ_CP018691.1 Klebsiella pneumoniae strain Kp_Goe_149473 plasmid pKp_Goe_473-4, complete sequence
  0.00	1	0	-	1000006605	                  GCF_002180075.1 Klebsiella pneumoniae strain=AR_0047
  0.00	1	1	-	1000006607	                    NZ_CP021540.1 Klebsiella pneumoniae strain AR_0047 plasmid tig00000001, complete sequence
  0.00	1	0	-	1000006654	                  GCF_002192375.1 Klebsiella pneumoniae strain=AR_0138
  0.00	1	1	-	1000006659	                    NZ_CP021761.1 Klebsiella pneumoniae strain AR_0138 plasmid tig00000004, complete sequence
  0.00	1	0	-	1000006673	                  GCF_002202195.1 Klebsiella pneumoniae strain=AR_0139
  0.00	1	1	-	1000006675	                    NZ_CP021958.1 Klebsiella pneumoniae strain AR_0139 plasmid tig00000002_u sequence
  0.00	1	0	-	1000006692	                  GCF_002202255.1 Klebsiella pneumoniae strain=AR_0148
  0.00	1	1	-	1000006695	                    NZ_CP021952.1 Klebsiella pneumoniae strain AR_0148 plasmid tig00000169_pilon, complete sequence
  0.00	1	0	-	1000006719	                  GCF_002269295.1 Klebsiella pneumoniae strain=911021
  0.00	1	1	-	1000006720	                    NZ_CP022882.1 Klebsiella pneumoniae strain 911021 chromosome, complete genome
  0.00	1	0	-	1284802	                  Klebsiella pneumoniae UHKPC33
  0.00	1	0	-	1000006062	                    GCF_000417085.2 Klebsiella pneumoniae UHKPC33
  0.00	1	1	-	1000006063	                      NZ_CP011989.1 Klebsiella pneumoniae UHKPC33, complete genome
  0.00	1	0	-	1000006636	                  GCF_002180315.1 Klebsiella pneumoniae strain=AR_0143
  0.00	1	1	-	1000006637	                    NZ_CP021708.1 Klebsiella pneumoniae strain AR_0143, complete genome
  0.00	466	303	S	548	                Klebsiella aerogenes
